scrip,type,date,price,quantity
DMART,Sell,25/06/18,1495.35,6
DMART,Sell,25/06/18,1495.90,14
DMART,Sell,25/06/18,1495.95,15
DMART,Sell,25/06/18,1496.00,3
DMART,Sell,25/06/18,1496.00,2
DMART,Sell,25/06/18,1496.00,3
VIPIND,Buy,25/06/18,438.00,2645
VMART,Buy,25/06/18,2590.00,2
VMART,Buy,25/06/18,2590.00,40
VMART,Buy,25/06/18,2590.00,14
VMART,Buy,25/06/18,2590.00,8
VMART,Buy,25/06/18,2590.00,50
DMART,Sell,25/06/18,1497.60,1
VMART,Buy,25/06/18,2590.00,143
VMART,Buy,25/06/18,2590.00,90
TITAN,Sell,25/06/18,869.50,16
TITAN,Sell,25/06/18,869.50,3
TITAN,Sell,25/06/18,869.50,16
TITAN,Sell,25/06/18,869.50,3
TITAN,Sell,25/06/18,869.50,16
TITAN,Sell,25/06/18,869.50,3
TITAN,Sell,25/06/18,869.50,16
TITAN,Sell,25/06/18,869.50,3
TITAN,Sell,25/06/18,869.50,16
TITAN,Sell,25/06/18,869.50,3
TITAN,Sell,25/06/18,869.50,16
TITAN,Sell,25/06/18,869.50,16
TITAN,Sell,25/06/18,869.50,3
TITAN,Sell,25/06/18,869.50,3
TITAN,Sell,25/06/18,869.50,2
TITAN,Sell,25/06/18,869.40,421
TITAN,Sell,25/06/18,869.50,3
TITAN,Sell,25/06/18,869.50,16
TITAN,Sell,25/06/18,869.50,1
TITAN,Sell,25/06/18,869.50,13
TITAN,Sell,25/06/18,869.40,130
ABBOTINDIA,Buy,25/06/18,7650.00,4
ABBOTINDIA,Buy,25/06/18,7650.00,8
ABBOTINDIA,Buy,25/06/18,7650.00,5
ABBOTINDIA,Buy,25/06/18,7650.00,9
ABBOTINDIA,Buy,25/06/18,7650.00,5
ABBOTINDIA,Buy,25/06/18,7650.00,9
ABBOTINDIA,Buy,25/06/18,7650.00,5
ABBOTINDIA,Buy,25/06/18,7650.00,9
ABBOTINDIA,Buy,25/06/18,7650.00,5
ABBOTINDIA,Buy,25/06/18,7650.00,9
ABBOTINDIA,Buy,25/06/18,7650.00,5
ABBOTINDIA,Buy,25/06/18,7650.00,9
BAJFINANCE,Buy,26/06/18,2375.00,82
BAJFINANCE,Buy,27/06/18,2338.00,42
TATAELXSI,Buy,27/06/18,1339.00,72
ABBOTINDIA,Buy,27/06/18,7241.00,14
PHILIPCARB,Sell,27/06/18,210.00,50
PHILIPCARB,Buy,27/06/18,209.00,50
VMART,Buy,28/06/18,2433.00,41
DABUR,Buy,28/06/18,388.00,257
TATAELXSI,Buy,28/06/18,1313.00,68
TATAELXSI,Buy,28/06/18,1313.00,8
BAJFINANCE,Buy,28/06/18,2315.00,15
BAJFINANCE,Buy,28/06/18,2315.00,27
BAJFINANCE,Buy,28/06/18,2315.00,1
VMART,Buy,28/06/18,2403.00,20
VMART,Buy,28/06/18,2403.00,17
VMART,Buy,28/06/18,2403.00,4
VMART,Buy,28/06/18,2403.00,1
VMART,Buy,28/06/18,2350.00,43
DABUR,Buy,02/07/18,384.75,260
EDELWEISS,Buy,02/07/18,294.00,85
EDELWEISS,Buy,02/07/18,294.00,255
DABUR,Buy,02/07/18,383.00,37
DABUR,Buy,02/07/18,383.00,53
DABUR,Buy,02/07/18,383.00,1
DABUR,Buy,02/07/18,383.00,34
DABUR,Buy,02/07/18,383.00,10
DABUR,Buy,02/07/18,383.00,2
DABUR,Buy,02/07/18,383.00,11
DABUR,Buy,02/07/18,383.00,8
DABUR,Buy,02/07/18,383.00,2
DABUR,Buy,02/07/18,383.00,1
DABUR,Buy,02/07/18,383.00,6
DABUR,Buy,02/07/18,383.00,20
DABUR,Buy,02/07/18,383.00,2
DABUR,Buy,02/07/18,383.00,1
DABUR,Buy,02/07/18,383.00,3
DABUR,Buy,02/07/18,383.00,1
DABUR,Buy,02/07/18,383.00,1
DABUR,Buy,02/07/18,383.00,3
DABUR,Buy,02/07/18,383.00,1
DABUR,Buy,02/07/18,383.00,66
EDELWEISS,Buy,03/07/18,293.80,340
TATAELXSI,Buy,04/07/18,1355.25,74
DABUR,Buy,04/07/18,379.60,78
DABUR,Buy,04/07/18,379.60,152
DABUR,Buy,04/07/18,379.60,33
GODREJCP,Buy,05/07/18,1253.00,29
GODREJCP,Buy,05/07/18,1253.00,51
GODREJCP,Buy,06/07/18,1249.00,80
VMART,Buy,06/07/18,2583.40,1
VMART,Buy,06/07/18,2583.45,10
VMART,Buy,06/07/18,2584.95,16
VMART,Buy,06/07/18,2583.35,11
GRAPHITE,Buy,06/07/18,942.00,51
GRAPHITE,Buy,06/07/18,942.00,53
GRAPHITE,Buy,06/07/18,942.00,2
VMART,Buy,06/07/18,2559.00,39
GODREJCP,Buy,10/07/18,1247.00,18
GODREJCP,Buy,10/07/18,1247.00,80
VMART,Buy,11/07/18,2909.00,1
VMART,Buy,11/07/18,2909.00,6
VMART,Buy,11/07/18,2909.00,2
VMART,Buy,11/07/18,2909.00,26
GRAPHITE,Buy,11/07/18,995.00,100
BAJFINANCE,Buy,11/07/18,2360.00,42
TATAELXSI,Buy,12/07/18,1426.50,70
GRAPHITE,Buy,12/07/18,998.00,100
GODREJCP,Buy,12/07/18,1326.00,75
GODREJCP,Buy,12/07/18,1316.70,75
GRAPHITE,Buy,12/07/18,992.00,25
GRAPHITE,Buy,12/07/18,991.55,23
GRAPHITE,Buy,12/07/18,991.95,50
GRAPHITE,Buy,12/07/18,992.00,2
GODREJCP,Buy,12/07/18,1311.95,15
GODREJCP,Buy,12/07/18,1311.95,12
GODREJCP,Buy,12/07/18,1311.95,21
GODREJCP,Buy,12/07/18,1311.95,2
GODREJCP,Buy,12/07/18,1311.95,17
GODREJCP,Buy,12/07/18,1311.95,1
GODREJCP,Buy,12/07/18,1311.95,7
TATAELXSI,Buy,12/07/18,1423.15,70
AVANTIFEED,Sell,16/07/18,438.40,12
VMART,Buy,18/07/18,2275.00,94
PHILIPCARB,Buy,18/07/18,210.00,18
PHILIPCARB,Buy,18/07/18,210.00,22
BAJFINANCE,Buy,26/07/18,2658.50,56
GODREJCP,Buy,26/07/18,1333.50,4
GODREJCP,Buy,26/07/18,1333.50,14
GODREJCP,Buy,26/07/18,1333.50,2
GODREJCP,Buy,26/07/18,1333.50,1
GODREJCP,Buy,26/07/18,1333.50,3
GODREJCP,Buy,26/07/18,1333.50,15
GODREJCP,Buy,26/07/18,1333.50,3
GODREJCP,Buy,26/07/18,1333.50,1
GODREJCP,Buy,26/07/18,1333.50,3
GODREJCP,Buy,26/07/18,1333.50,1
GODREJCP,Buy,26/07/18,1333.50,65
HEG,Buy,27/07/18,4090.00,8
HEG,Buy,27/07/18,4090.00,16
BAJFINANCE,Buy,30/07/18,2690.00,6
BAJFINANCE,Buy,30/07/18,2690.00,8
BAJFINANCE,Buy,30/07/18,2690.00,3
BAJFINANCE,Buy,30/07/18,2690.00,2
BAJFINANCE,Buy,30/07/18,2690.00,5
BAJFINANCE,Buy,30/07/18,2690.00,2
BAJFINANCE,Buy,30/07/18,2690.00,5
BAJFINANCE,Buy,30/07/18,2690.00,3
BAJFINANCE,Buy,30/07/18,2698.00,41
