scrip,type,date,price,quantity
N100,Sell,21/02/18,500,10
N100,Sell,21/02/18,500,2
N100,Sell,21/02/18,500,10
N100,Sell,21/02/18,500,200
N100,Sell,21/02/18,500,1
N100,Sell,21/02/18,500,2
N100,Sell,21/02/18,500,200
N100,Sell,21/02/18,500,100
N100,Sell,21/02/18,500,100
N100,Sell,21/02/18,500,5
N100,Sell,23/02/18,510,2
N100,Sell,23/02/18,510,1
N100,Sell,23/02/18,510,5
N100,Sell,23/02/18,510,100
N100,Sell,23/02/18,510,589
N100,Sell,26/02/18,515,41
N100,Sell,26/02/18,515,341
N100,Sell,26/02/18,515,1
N100,Sell,26/02/18,515,66
N100,Sell,26/02/18,515,10
N100,Sell,26/02/18,515,14
N100,Sell,27/02/18,518,20
N100,Sell,27/02/18,518,10
N100,Sell,27/02/18,518,391
N100,Sell,27/02/18,518,1
N100,Sell,27/02/18,518,5
N100,Sell,27/02/18,518,390
N100,Sell,27/02/18,518,1
N100,Sell,27/02/18,518,12
N100,Sell,27/02/18,518,9
N100,Sell,27/02/18,518,45
N100,Sell,27/02/18,518,1
N100,Sell,27/02/18,518,9
N100,Sell,27/02/18,518,91
N100,Sell,27/02/18,518,14
N100,Sell,27/02/18,518,1
N100,Sell,27/02/18,518,2
N100,Sell,27/02/18,518,1
N100,Sell,27/02/18,518,1
N100,Sell,27/02/18,518,1
N100,Sell,28/02/18,515,3
N100,Sell,28/02/18,515,1
N100,Sell,28/02/18,515,74
N100,Sell,28/02/18,515,21
N100,Sell,28/02/18,515,47
N100,Sell,28/02/18,515,561
