Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,AdjClose,AdjFactor
1996-01-02,VIPIND,EQ,59.0,59.0,59.0,57.5,,57.5,58.25,200,1165000000.0,,,,11.5,5.0
1996-01-03,VIPIND,EQ,57.5,57.0,57.0,57.0,,57.0,57.0,400,2280000000.0,,,,11.4,5.0
1996-01-04,VIPIND,EQ,57.0,57.0,59.0,57.0,,59.0,58.18,500,2909000000.0,,,,11.8,5.0
1996-01-08,VIPIND,EQ,59.0,58.0,58.0,58.0,,58.0,58.0,300,1740000000.0,,,,11.6,5.0
1996-01-09,VIPIND,EQ,58.0,56.0,58.0,56.0,,57.0,57.4,500,2870000000.0,,,,11.4,5.0
1996-01-12,VIPIND,EQ,57.0,58.0,58.0,58.0,,58.0,58.0,200,1160000000.0,,,,11.6,5.0
1996-01-15,VIPIND,EQ,58.0,59.0,60.0,59.0,,60.0,59.75,1200,7170000000.0,,,,12.0,5.0
1996-01-16,VIPIND,EQ,60.0,57.0,58.0,55.1,,55.1,56.62,500,2831000000.0,,,,11.02,5.0
1996-01-18,VIPIND,EQ,55.1,55.1,56.0,56.0,,56.0,56.0,200,1120000000.0,,,,11.2,5.0
1996-01-19,VIPIND,EQ,56.0,56.0,58.0,58.0,,58.0,58.0,500,2900000000.0,,,,11.6,5.0
1996-01-22,VIPIND,EQ,58.0,57.5,58.0,57.5,,58.0,57.92,600,3475000000.0,,,,11.6,5.0
1996-01-24,VIPIND,EQ,58.0,57.5,58.0,57.5,,58.0,57.75,200,1155000000.0,,,,11.6,5.0
1996-01-25,VIPIND,EQ,58.0,58.0,57.5,57.0,,57.0,57.17,300,1715000000.0,,,,11.4,5.0
1996-01-29,VIPIND,EQ,57.0,57.05,57.05,57.05,,57.05,57.05,100,570500000.0,,,,11.41,5.0
1996-01-30,VIPIND,EQ,57.05,57.05,59.0,59.0,,59.0,59.0,200,1180000000.0,,,,11.8,5.0
1996-01-31,VIPIND,EQ,59.0,59.0,59.0,59.0,,59.0,59.0,100,590000000.0,,,,11.8,5.0
1996-02-01,VIPIND,EQ,59.0,59.5,59.5,59.5,,59.5,59.5,100,595000000.0,,,,11.9,5.0
1996-02-05,VIPIND,EQ,59.5,64.0,64.0,64.0,,64.0,64.0,100,640000000.0,,,,12.8,5.0
1996-02-06,VIPIND,EQ,64.0,64.5,64.5,60.0,,61.5,62.0,300,1860000000.0,,,,12.3,5.0
1996-02-07,VIPIND,EQ,61.5,62.0,62.0,62.0,,62.0,62.0,120000,7.44e+11,,,,12.4,5.0
1996-02-08,VIPIND,EQ,62.0,62.0,62.5,62.0,,62.5,62.17,300,1865000000.0,,,,12.5,5.0
1996-02-09,VIPIND,EQ,62.5,66.0,66.0,66.0,,66.0,66.0,200,1320000000.0,,,,13.2,5.0
1996-02-12,VIPIND,EQ,66.0,66.0,67.5,63.0,,67.5,66.31,800,5305000000.0,,,,13.5,5.0
1996-02-13,VIPIND,EQ,67.5,67.0,70.0,67.0,,70.0,68.0,500,3400000000.0,,,,14.0,5.0
1996-02-14,VIPIND,EQ,70.0,69.0,70.0,69.0,,70.0,69.5,400,2780000000.0,,,,14.0,5.0
1996-02-15,VIPIND,EQ,70.0,70.5,70.5,70.0,,70.0,70.13,400,2805000000.0,,,,14.0,5.0
1996-02-16,VIPIND,EQ,70.0,70.0,70.0,66.0,,66.0,67.67,600,4060000000.0,,,,13.2,5.0
1996-02-19,VIPIND,EQ,66.0,66.0,65.0,63.0,,63.0,64.25,400,2570000000.0,,,,12.6,5.0
1996-02-20,VIPIND,EQ,63.0,62.6,65.0,62.0,,65.0,63.23,700,4426000000.0,,,,13.0,5.0
1996-02-22,VIPIND,EQ,65.0,65.0,64.5,61.25,,64.5,62.33,300,1870000000.0,,,,12.9,5.0
1996-02-26,VIPIND,EQ,64.5,64.0,64.0,64.0,,64.0,64.0,400,2560000000.0,,,,12.8,5.0
1996-02-27,VIPIND,EQ,64.0,63.0,63.0,63.0,,63.0,63.0,200,1260000000.0,,,,12.6,5.0
1996-02-28,VIPIND,EQ,63.0,63.0,63.05,63.0,,63.05,63.03,200,1260500000.0,,,,12.61,5.0
1996-02-29,VIPIND,EQ,63.05,64.0,64.0,60.1,,60.1,62.05,200,1241000000.0,,,,12.02,5.0
1996-03-01,VIPIND,EQ,60.1,62.0,63.0,61.9,,62.0,62.13,700,4349000000.0,,,,12.4,5.0
1996-03-04,VIPIND,EQ,62.0,61.5,61.5,60.0,,60.0,60.75,200,1215000000.0,,,,12.0,5.0
1996-03-06,VIPIND,EQ,60.0,60.0,61.0,60.0,,61.0,60.5,600,3630000000.0,,,,12.2,5.0
1996-03-12,VIPIND,EQ,61.0,60.0,62.5,59.3,,62.5,61.82,1300,8036500000.0,,,,12.5,5.0
1996-03-13,VIPIND,EQ,62.5,63.25,63.5,59.0,,59.0,61.65,500,3082500000.0,,,,11.8,5.0
1996-03-15,VIPIND,EQ,59.0,59.0,62.0,59.3,,62.0,61.31,400,2452500000.0,,,,12.4,5.0
1996-03-22,VIPIND,EQ,62.0,59.0,64.5,59.0,,64.5,63.11,900,5679500000.0,,,,12.9,5.0
1996-03-25,VIPIND,EQ,64.5,63.0,66.0,62.5,,62.75,63.63,400,2545000000.0,,,,12.55,5.0
1996-03-26,VIPIND,EQ,62.75,62.0,62.3,61.1,,61.7,61.99,700,4339000000.0,,,,12.34,5.0
1996-03-28,VIPIND,EQ,61.7,62.0,62.0,62.0,,62.0,62.0,100,620000000.0,,,,12.4,5.0
1996-03-29,VIPIND,EQ,62.0,62.0,68.0,68.0,,68.0,68.0,100,680000000.0,,,,13.6,5.0
1996-04-01,VIPIND,EQ,68.0,74.9,75.0,71.0,,72.5,72.99,1100,8029000000.0,,,,14.5,5.0
1996-04-02,VIPIND,EQ,72.5,71.5,72.0,69.6,,70.5,70.73,900,6365500000.0,,,,14.1,5.0
1996-04-03,VIPIND,EQ,70.5,70.5,68.0,68.0,,68.0,68.0,100,680000000.0,,,,13.6,5.0
1996-04-09,VIPIND,EQ,68.0,67.0,67.0,65.05,,65.05,66.03,200,1320500000.0,,,,13.01,5.0
1996-04-10,VIPIND,EQ,65.05,65.05,65.0,65.0,,65.0,65.0,100,650000000.0,,,,13.0,5.0
1996-04-12,VIPIND,EQ,65.0,65.0,61.0,61.0,,61.0,61.0,700,4270000000.0,,,,12.2,5.0
1996-04-15,VIPIND,EQ,61.0,61.0,62.0,61.05,,62.0,61.53,200,1230500000.0,,,,12.4,5.0
1996-04-16,VIPIND,EQ,62.0,61.3,61.3,61.3,,61.3,61.3,300,1839000000.0,,,,12.26,5.0
1996-04-17,VIPIND,EQ,61.3,61.3,62.25,62.25,,62.25,62.25,100,622500000.0,,,,12.45,5.0
1996-04-18,VIPIND,EQ,62.25,62.25,62.5,62.5,,62.5,62.5,200,1250000000.0,,,,12.5,5.0
1996-04-19,VIPIND,EQ,62.5,62.5,64.0,62.5,,64.0,63.39,500,3169500000.0,,,,12.8,5.0
1996-04-22,VIPIND,EQ,64.0,62.0,62.0,62.0,,62.0,62.0,400,2480000000.0,,,,12.4,5.0
1996-04-23,VIPIND,EQ,62.0,62.0,60.0,59.75,,59.75,59.83,300,1795000000.0,,,,11.95,5.0
1996-04-24,VIPIND,EQ,59.75,58.0,60.0,58.0,,60.0,59.69,700,4178500000.0,,,,12.0,5.0
1996-04-25,VIPIND,EQ,60.0,62.0,62.0,58.0,,59.95,59.98,300,1799500000.0,,,,11.99,5.0
1996-04-26,VIPIND,EQ,59.95,59.95,59.45,58.0,,58.75,58.73,300,1762000000.0,,,,11.75,5.0
